targa,tratta,volte
6284895,17-7-,1
216604,1-12-25-20-2-16-4-21-,1
257433,21-,1
6436241,9-,1
749728,5-,1
6438190,1-,1
1351575,9-26-10-18-23-15-5-,1
4290815,11-19-16-4-,1
588862,19-20-2-16-10-18-23-15-5-14-,1
519926,12-,1
6439860,3-,1
969439,26-10-18-23-15-5-8-,1
2887018,27-21-,1
443820,21-,1
443184,11-19-8-3-13-,1
6443185,27-,1
6444975,18-,1
2767173,4-,1
6427977,21-21-,1
6443588,22-1-3-13-,1
3228952,6-,1
194641,19-20-2-16-4-,1
6432545,18-,1
2487273,21-,1
3546704,9-26-10-18-23-15-5-8-3-13-22-1-12-25-20-2-16-4-,1
150784,27-18-,1
214766,7-,1
6425485,4-,1
261171,16-,1
5745585,7-,1
511697,9-,1
59616,21-,1
4822501,7-17-,1
1600783,9-,1
925368,7-,1
510516,11-19-8-12-14-,1
6435401,27-9-26-10-4-21-,1
59499,27-9-26-,1
10245,27-9-,1
2991716,24-,1
433217,6-24-,1
4324012,4-,1
1076416,17-7-,1
516141,9-26-10-18-23-15-5-8-3-13-,1
204457,20-2-7-17-23-15-5-,1
1205202,1-20-2-16-,1
753148,24-17-23-15-5-8-3-13-,1
6432809,19-8-3-14-,1
1252483,9-26-10-18-23-15-5-8-3-13-,1
912016,12-8-,1
199044,21-,1
6444638,11-,1
1721092,11-19-8-3-13-22-1-12-14-,1
2003156,19-25-20-2-16-4-9-26-10-18-23-15-5-14-,1
5329579,11-19-2-16-4-,1
906401,27-9-21-,1
6014279,27-9-,1
6438386,11-20-16-4-,1
6443238,14-,1
2955550,27-9-26-10-18-23-15-,1
6425754,11-,1
67236,6-24-,1
5717139,20-16-4-21-,1
5814305,1-12-20-2-16-4-,1
6433800,23-,1
1407008,25-20-15-5-,1
1353238,26-10-18-23-15-2-16-4-,1
928197,19-8-3-1-12-14-,1
1879723,2-16-4-,1
6430024,9-,1
1880183,20-2-16-4-9-26-10-18-23-15-,1
3636048,11-19-20-2-16-4-,1
5617488,6-,1
438971,15-5-8-,1
453902,20-2-16-4-26-10-18-23-15-,1
555460,12-2-16-,1
6423403,10-,1
37437,1-,1
839039,22-1-12-8-3-13-,1
5853296,12-25-20-2-16-4-21-,1
6433926,11-,1
824338,27-,1
538731,17-2-7-,1
6423383,1-,1
676395,21-,1
676080,11-19-8-3-13-,1
4739613,11-19-25-20-,1
6445580,26-,1
605600,11-19-20-2-,1
527064,9-,1
50727,27-,1
2854675,17-16-4-,1
1611564,22-1-12-25-20-2-16-4-21-27-9-26-10-18-23-15-5-8-3-13-,1
6430322,3-,1
153838,26-,1
636167,15-,1
1056976,23-,1
6423216,25-,1
6445640,11-,1
560261,5-,1
6376088,11-19-25-20-2-16-4-,1
1672771,21-,2
1262737,9-26-10-18-23-15-5-8-12-20-2-16-4-21-,1
1261735,9-26-10-4-,1
522221,22-1-12-14-11-19-8-3-13-,1
4078717,22-,1
1425781,17-7-,1
1006600,7-17-,1
1094660,9-26-10-18-23-,1
2889724,21-,1
6423487,21-,1
6400038,9-26-10-18-15-5-8-,1
2293722,15-5-14-,1
59090,15-5-14-19-20-,1
6423308,15-,1
1204234,9-15-,1
520819,17-7-,1
5724918,12-20-2-21-,1
783573,26-10-18-23-15-5-14-,1
6041416,26-10-18-23-15-8-3-13-,1
67197,1-12-20-2-16-18-23-15-5-8-,1
2127065,17-16-4-,1
3289599,3-13-,1
1247190,6-24-,1
207904,27-9-,1
760136,21-21-,1
6441057,1-,1
1543243,7-,1
6423469,26-18-23-14-,1
1882187,22-1-12-20-2-7-,1
6424077,5-,1
6437964,10-,1
876506,9-26-10-18-23-15-5-8-3-13-,1
6440023,14-,1
6284985,22-1-12-25-20-2-16-4-21-,1
224071,21-,1
1077909,21-,1
6429735,27-,1
4518470,22-1-12-14-11-19-8-3-13-,1
448514,9-26-10-18-23-15-5-14-,1
246964,12-20-2-16-4-21-27-9-26-10-18-23-15-5-8-,1
5523254,26-10-18-23-15-,1
6430644,12-2-,1
58561,19-8-3-,1
3633362,9-26-10-18-23-15-5-8-3-13-,1
6407829,11-25-20-2-16-4-21-,1
6439044,18-,1
533410,21-,1
5747560,21-,1
68535,11-19-8-,1
2384721,22-1-3-13-,1
4041254,26-10-18-15-,1
183298,1-12-20-2-16-4-21-27-9-26-10-18-23-15-5-8-3-,1
590646,7-,1
5907208,21-24-6-,1
502461,6-24-,1
318124,21-,1
6442473,4-,1
4399741,21-,1
335271,19-8-12-14-,1
6022523,9-26-10-18-15-5-8-,1
1016100,9-,1
6428011,23-,1
6423867,23-,1
315655,24-,1
6425718,10-,1
321767,17-23-15-5-8-12-20-2-7-,1
3287355,27-9-26-10-18-16-4-,1
334003,22-1-12-20-,1
6440976,22-13-,1
38351,24-,1
1353074,21-,1
2630352,2-,1
3236365,22-1-12-14-,1
4299782,22-1-12-14-11-19-8-3-13-,1
825677,17-7-,1
532669,21-,1
6441391,19-20-21-,1
535904,10-18-23-15-5-8-3-13-,1
440866,21-,1
1078665,22-1-12-8-3-13-,1
3040459,27-9-26-10-18-16-4-21-,1
1767683,1-12-8-3-13-,1
6339232,1-12-20-2-16-4-,1
1672111,1-12-14-,1
5978899,1-12-14-,1
1413210,8-3-13-,1
522910,17-23-2-7-,1
6424989,23-15-,1
6431217,12-,1
6442530,26-,1
6427530,5-,1
744508,17-23-15-5-20-,1
2705969,22-1-3-13-,1
1256161,27-,1
1291334,27-9-26-10-18-7-4-21-,1
6428002,13-,1
45361,1-12-20-2-7-6-,1
6231259,12-25-20-2-16-4-21-,1
6423921,9-,1
2813951,11-19-25-5-14-,1
4016318,1-12-8-3-13-,1
103564,15-5-,1
5103355,22-1-20-2-,1
6337888,9-26-10-18-23-15-,1
1343120,15-5-8-3-13-,1
2522917,24-17-23-15-5-14-,1
829306,21-27-,1
2472763,22-1-12-14-,1
6439844,5-,1
1939268,12-25-20-2-16-4-21-,1
537046,19-8-3-1-12-14-,1
1940643,17-7-,1
6437838,10-,1
6436927,27-9-26-10-18-23-,1
1086185,11-19-8-3-13-,1
1262953,6-24-,1
4819305,21-,1
4085348,9-,1
2692785,27-,1
557636,5-8-12-,1
6171209,9-26-10-18-23-15-5-14-,1
83710,14-,1
6430314,21-,1
1282148,24-17-7-6-,1
2980249,9-23-15-,1
660536,11-19-20-,1
836371,17-23-15-20-2-7-,1
5494286,12-,1
1605319,24-17-23-15-5-22-1-12-20-2-7-6-,1
501130,20-2-7-17-7-,1
839857,27-9-26-10-18-7-19-8-3-13-,1
1672472,21-,1
1887985,21-27-,1
79357,5-14-,1
1333575,20-4-21-,1
6438663,9-26-10-18-,1
6430594,6-24-,1
1727681,21-,1
896268,26-10-18-23-,1
373510,21-,1
1485883,9-26-10-18-23-15-5-8-,1
6444971,9-,1
6443737,23-,1
6440917,10-15-5-8-3-13-,1
6430152,11-19-20-2-16-4-,1
110293,25-2-4-,1
3181664,15-5-8-3-13-,1
4711702,24-,1
1011159,21-,1
3404147,22-,1
47268,1-12-8-3-,1
1834057,1-16-,1
50336,11-19-8-12-14-,1
500967,6-9-26-10-18-7-,1
322012,19-14-,2
1068961,27-9-26-10-18-23-15-3-,1
1401193,16-4-21-27-9-26-10-18-7-,1
509047,27-9-26-10-18-7-17-16-4-,1
2429472,14-,1
5890286,20-,1
2403555,8-,1
6436911,27-9-26-10-23-15-5-8-3-13-22-1-12-25-20-2-16-4-21-,1
6438479,12-14-,1
2898628,8-,1
1024362,22-,1
1072624,7-6-24-17-,1
2500385,6-,1
39201,16-,1
752953,17-23-2-7-,1
201493,21-,1
241898,26-10-,1
2174235,26-18-,1
927918,9-26-10-18-23-15-5-14-,1
6438296,27-27-26-10-18-15-5-8-3-13-,1
422391,19-5-14-,1
6435338,21-,1
3798408,9-26-10-18-23-15-5-8-3-13-,1
6440434,22-1-12-25-20-2-16-4-,1
305454,9-26-,1
5755597,9-10-18-15-5-14-,1
677168,1-12-20-2-16-4-27-9-26-10-18-,1
343482,19-8-3-13-22-1-12-14-,1
6445206,6-,1
163722,7-,1
88114,24-17-23-15-5-8-3-,1
834195,6-24-,1
773664,22-1-12-20-2-16-4-26-10-,1
5618418,13-,1
60045,27-9-26-10-18-23-15-5-8-3-13-22-1-12-25-20-2-16-4-21-,1
1942738,24-6-,1
1340942,17-7-,1
2211514,9-26-10-18-16-4-,1
6438266,19-,1
2472478,27-,1
6437800,10-,1
6424562,15-,1
1999639,6-24-,1
134489,22-1-12-20-2-16-4-,1
335558,7-17-,1
5863677,9-26-10-18-23-15-5-8-,1
516828,19-,1
596412,21-27-,1
343790,12-14-11-19-8-,1
3030805,24-17-23-,1
6428677,4-21-9-26-10-,1
4556656,11-,1
2251138,27-9-,1
433842,22-1-3-13-,1
1266629,8-3-13-22-1-12-14-,1
231044,17-,1
6438215,25-20-2-4-21-27-9-26-10-18-23-5-,1
5902612,17-16-18-7-,1
6429055,20-,1
3791918,9-,1
456743,21-27-,1
2665480,19-,1
6432530,22-1-12-8-3-13-,1
1010681,19-20-2-16-4-9-26-10-18-23-15-5-14-,1
6444568,22-,1
6241481,20-2-,1
63191,7-,1
1083630,17-16-4-,1
6442953,5-,1
601911,24-17-23-15-5-,1
860126,15-5-,1
48821,7-,1
6439223,23-,1
782943,9-26-10-18-23-15-5-8-3-13-,1
6428229,19-,1
6447073,9-26-10-18-23-15-,1
1673621,5-8-,1
1881165,19-8-3-13-22-1-12-14-,1
319441,6-,1
83904,9-26-10-18-23-15-5-14-,1
281706,7-17-,1
327479,15-23-18-10-,1
390535,4-16-2-20-,1
350197,26-10-18-23-15-5-3-13-22-1-12-20-2-,1
378334,8-5-23-12-1-22-,1
51899,8-,1
360134,19-13-,1
368348,5-,1
96199,9-26-10-18-4-16-2-20-25-19-,1
277058,15-5-,1
324305,4-,1
363350,19-,1
277564,14-5-15-23-18-9-,1
365473,7-,1
279508,16-,1
398588,9-,1
282143,12-,1
325344,22-1-12-25-20-13-3-8-5-15-,1
349281,6-,1
278858,3-,1
352771,17-7-,1
309234,26-,1
65371,24-,1
51232,6-,1
296454,15-,1
335290,16-,1
334241,23-15-5-8-3-13-17-,1
78185,24-6-,1
300806,26-15-,1
396752,23-,1
298476,9-,1
394940,9-,1
198216,6-,1
378215,11-19-20-2-16-,1
296154,23-,1
304420,1-,1
325692,16-4-17-18-10-26-9-,1
304573,20-,1
330738,19-8-3-13-,1
113343,11-19-8-3-13-,1
333114,11-,1
374505,20-,1
202696,3-1-,1
381795,26-23-15-5-8-,1
335540,4-,1
331133,14-,1
363842,16-,1
55704,22-1-12-,1
73252,26-,1
361721,5-15-,1
338946,9-,1
47914,18-26-9-,1
340034,21-,1
387262,15-9-,1
318473,15-,1
226287,26-18-23-15-5-8-3-13-,1
294249,18-,1
284057,14-,1
317773,17-7-,1
287799,2-,1
345688,2-16-4-19-,1
378195,20-2-25-11-,1
392600,13-,1
296806,23-5-,1
299551,7-,1
356979,24-,1
64488,24-6-,1
276520,14-,1
350227,13-3-8-5-15-23-18-10-26-9-,1
381554,9-26-18-23-15-5-14-,1
160962,23-,1
165957,23-3-2-,1
302184,22-,1
169406,3-,1
290689,15-,1
308148,22-,1
337910,26-,1
100192,8-23-7-20-,1
276608,26-,1
174561,12-25-5-8-,1
336802,9-26-18-23-,1
353887,19-20-2-16-4-,1
357943,9-26-10-18-23-15-5-,1
74373,3-8-19-14-12-,1
306098,13-3-8-19-14-5-15-23-18-10-26-9-,1
332216,4-16-2-20-1-13-3-8-19-14-5-15-26-,1
101387,7-7-,1
293256,11-,1
340999,6-7-2-,1
364878,3-,1
297182,5-,1
274957,9-26-18-15-,1
274680,13-3-23-9-,1
380494,5-14-,1
395112,12-,1
390865,1-,1
41323,6-,1
233132,9-,1
278150,3-,1
90555,16-4-9-26-10-18-7-8-5-15-23-,1
271938,15-18-10-9-,1
316180,19-8-3-13-14-12-1-22-,1
320571,17-7-,1
263312,13-3-8-18-9-,1
307856,8-,1
386509,13-3-8-5-15-23-18-26-9-,1
376027,4-16-2-25-12-,1
329253,4-16-2-20-19-,1
375530,8-3-13-12-1-22-,1
362079,4-16-2-20-25-19-11-,1
287874,14-5-15-23-18-26-9-,1
323451,2-7-17-23-,1
385059,20-,1
389610,3-,1
359963,11-,1
333608,9-,1
377164,15-5-14-,1
399717,5-,1
304332,20-,1
48827,9-26-10-18-23-15-5-14-,1
298248,9-,1
176413,9-26-10-18-23-4-16-2-,1
282764,2-,1
287246,19-,1
281822,20-,1
392571,9-26-18-23-15-5-8-,1
97095,23-18-10-26-9-,1
285129,3-,1
76218,22-,1
304821,24-,1
339649,12-14-,1
291830,2-,1
323133,19-8-3-13-14-12-1-22-,1
370321,20-19-11-,1
387247,13-,1
342026,21-,1
323103,13-3-8-5-15-23-18-10-26-9-,1
42301,2-7-6-17-,1
307570,11-19-25-20-16-,1
342021,24-6-,1
388632,25-,1
352611,24-6-,1
337012,6-,1
40948,1-12-14-19-,1
167994,16-2-20-,1
85874,1-12-25-20-2-16-4-,1
341175,9-,1
357718,19-20-2-7-6-5-15-,1
293737,26-,1
376087,8-5-15-23-18-9-,1
342040,9-26-10-18-23-15-5-8-3-13-,1
331362,20-2-16-4-15-23-18-10-26-9-,1
326781,16-4-17-,1
322987,14-19-11-,1
229851,1-12-14-3-8-19-11-,1
296830,8-5-23-18-26-9-,1
363727,20-19-,1
365977,16-,1
47172,5-14-,2
335052,4-16-2-20-25-19-,1
381355,19-,1
312718,12-20-3-13-,1
102508,18-16-,1
170792,16-,1
326305,9-26-18-23-15-5-14-,1
367709,9-18-5-3-13-,1
400339,5-15-23-18-26-,1
400292,11-19-,1
336319,9-,1
393357,13-,1
362196,4-,1
396139,2-25-,1
352494,20-16-4-5-15-23-10-26-,1
344025,2-16-4-23-18-26-9-,1
83907,9-26-10-18-23-15-5-14-,1
339652,17-,1
362730,5-,1
353598,2-20-25-12-1-22-13-3-8-5-15-23-,1
364277,20-,1
330669,26-9-,1
389203,5-15-23-26-9-,1
396576,11-19-25-20-,1
353130,4-16-2-3-,1
315634,13-22-1-12-20-2-7-6-22-,1
291316,9-26-18-23-15-5-8-,1
285588,18-,1
322134,20-2-16-4-,1
75519,6-24-,1
347159,7-17-,1
285394,12-1-,1
308705,4-16-2-20-25-19-,1
361047,14-,1
302141,4-16-2-20-12-1-,1
334189,9-26-10-18-23-15-5-8-3-,1
77019,1-12-3-8-,1
204920,23-17-,1
304785,9-26-18-,1
67435,17-7-,1
46211,17-23-7-2-,1
317257,13-3-8-19-11-,1
66702,6-24-,1
303477,9-,1
92341,19-25-20-2-16-14-5-15-23-18-,1
380165,22-1-12-25-20-,1
280635,1-2-16-4-,1
371419,16-20-11-,1
310945,24-23-,1
377406,15-,1
340556,6-,1
38278,24-6-,1
319382,26-10-,1
64797,11-,1
300199,17-,1
354929,9-26-,1
254603,14-5-15-23-18-10-26-,1
391340,20-,1
84623,22-1-12-20-2-16-4-,1
219567,9-26-10-18-23-15-,1
380698,16-,1
286586,9-26-10-18-23-15-5-3-,1
339475,9-,1
357766,19-25-20-,1
352208,16-4-9-26-10-18-23-15-5-8-3-13-,1
298906,9-18-7-17-16-,1
380243,18-,1
379851,9-26-10-18-7-4-16-17-,1
30306,6-,1
388504,9-,1
349481,9-26-10-18-23-15-5-14-,1
279242,1-,1
284499,9-,1
78771,1-3-1-,1
315569,20-,1
290797,16-,1
345056,22-1-12-14-19-8-3-13-,1
38942,22-1-12-20-2-16-4-,1
368635,3-,1
354580,8-,1
329372,23-15-20-2-4-16-2-15-,1
381818,5-15-23-9-,1
308099,24-17-23-,1
371459,5-15-23-18-10-26-9-,1
61048,19-8-3-13-,1
296850,5-15-23-,1
218735,12-1-3-8-19-11-,1
292184,5-26-,1
390712,4-16-2-20-12-1-,1
278672,15-,1
280325,3-,1
313672,1-,1
355720,6-,1
320102,7-,1
391212,24-,1
273066,9-26-18-4-16-,1
348203,11-19-8-12-14-,1
306143,13-3-8-19-11-,1
394894,14-,1
21896,6-7-18-26-9-,1
343669,9-26-18-23-15-5-8-3-13-,1
322414,9-26-10-4-,1
346400,19-25-20-2-16-4-5-15-,1
45253,14-,1
332682,17-,1
354520,11-25-,1
69103,23-15-20-2-16-7-,1
394673,19-,1
314253,4-16-2-20-25-12-1-22-,1
315563,20-,1
364835,4-,1
328133,6-24-,1
297314,20-,1
334081,14-19-8-12-25-20-12-,1
340659,22-,1
373286,9-,1
313992,16-,1
315998,9-26-10-18-23-15-5-8-,1
295828,1-,1
345367,19-14-,1
321046,17-23-15-5-8-12-20-2-7-,1
92502,23-15-5-2-20-25-,1
321361,19-25-20-15-5-14-,1
144832,26-9-,1
302049,14-,1
343228,9-26-10-18-23-15-5-8-,1
189460,4-16-2-20-12-1-22-,1
380133,15-14-,1
339037,24-,1
288412,5-,1
318956,24-17-23-15-5-8-3-13-,1
341960,22-1-12-25-20-2-16-4-,1
353678,19-20-2-16-4-14-5-15-23-10-26-9-,1
232114,9-4-,1
320257,9-26-10-18-23-15-5-14-,1
387446,3-,1
52445,9-4-16-17-,1
364302,12-,1
331978,6-,1
72446,19-25-20-,1
352345,9-26-10-18-,1
38003,8-,1
317149,19-11-14-,1
288725,18-,1
310040,4-25-,1
349227,14-12-1-22-13-3-8-19-,1
225661,5-,1
124054,16-2-12-,1
379354,8-5-15-10-,1
382367,5-,1
304477,12-,1
253163,4-,1
95540,14-12-,1
296799,26-,1
281973,26-15-5-,1
374982,5-,1
320400,3-13-8-5-15-23-10-9-4-16-2-20-19-,1
361842,6-7-2-,1
393419,19-8-3-13-,1
350556,9-26-10-18-7-,1
54395,23-18-10-26-4-16-2-,1
339117,4-,1
348562,22-1-12-,1
359658,9-26-10-18-23-15-5-8-3-13-,1
293281,18-,1
281374,15-5-14-,1
287909,20-,1
146949,11-19-2-16-,1
44314,9-,1
353493,11-20-2-16-4-,1
294108,9-,1
142873,4-16-17-7-18-26-9-,1
283284,19-,1
317233,22-1-12-,1
280547,12-,1
281455,9-8-3-,1
310039,16-20-,1
298716,9-26-23-,1
284087,18-,1
363112,23-,1
335831,22-13-,1
393494,12-,1
328860,20-5-15-,1
304166,6-,1
373175,4-,1
298388,4-,1
116877,1-,1
345567,12-20-2-16-4-21-9-26-18-23-15-5-8-,1
68106,17-7-,1
301009,15-,1
316658,3-8-5-15-18-26-9-,1
304797,5-,1
369055,13-,1
339945,4-,1
311419,22-1-12-,1
371108,9-,1
289254,12-,1
374181,19-,1
400096,13-8-,1
389111,4-,1
181810,20-25-19-11-,1
365410,16-,1
357197,6-24-,1
273999,23-8-3-13-,1
143569,18-23-15-5-8-9-,1
199142,9-26-18-23-15-5-8-3-13-,1
48021,21-,1
82324,4-16-2-20-25-12-,1
290240,3-,1
338452,9-26-18-23-,1
367665,23-,1
54538,22-1-12-14-13-3-8-,1
86821,9-26-10-18-23-15-5-8-3-13-,1
321181,20-2-16-16-2-,1
331244,12-14-8-19-11-,1
304007,9-26-18-23-,1
381939,4-16-2-20-25-1-,1
381364,15-23-18-4-20-,1
327186,19-25-20-2-7-5-15-,1
363015,12-20-2-16-4-,1
284428,15-,1
193015,1-12-25-20-2-7-17-23-15-5-8-3-,1
280046,5-18-,1
300810,20-4-,1
310164,26-,1
308568,4-16-2-20-12-1-22-,1
31319,19-20-2-23-15-5-14-19-14-,1
336384,9-26-10-,1
375630,4-16-2-20-25-,1
322147,15-5-14-,1
339384,4-16-2-,1
388080,25-19-11-,1
248886,9-26-18-23-15-5-8-,1
291530,7-,1
385452,20-25-19-11-,1
351519,13-3-8-19-14-12-1-22-,1
329551,19-,1
52371,12-25-20-2-,1
318030,9-26-10-18-23-15-12-14-19-20-2-16-4-,1
176372,22-1-12-20-,1
86524,14-19-,1
352502,19-20-2-7-6-12-1-3-8-,1
385549,4-19-11-,1
300299,9-,1
299625,24-,1
44636,26-18-23-15-5-8-3-13-,1
364570,8-,1
382257,15-,1
65827,6-,1
291512,18-,1
343042,19-20-,1
317712,7-18-10-26-9-4-17-,1
144003,19-8-3-13-14-12-1-,1
328646,19-20-,1
353419,18-26-,1
392713,20-,1
349248,7-17-,1
340067,4-16-2-20-25-12-1-22-,1
357787,9-,1
313054,26-,1
51448,2-16-4-9-26-10-18-23-,1
388054,11-19-,1
382177,9-26-18-23-15-5-8-3-13-,1
35220,17-23-15-5-8-3-13-,1
377476,11-25-20-,1
281349,20-25-19-11-,1
316071,1-12-13-,1
384179,3-,1
320375,7-,1
48425,14-19-11-,1
326529,26-10-18-7-17-16-4-,1
290310,5-13-,1
319523,24-,1
313291,24-6-,1
290469,22-,1
318864,18-10-26-9-4-16-,1
339878,8-5-15-23-18-10-26-9-,1
33691,1-12-16-4-,1
45256,3-8-19-,1
341482,19-25-20-2-7-,1
174184,24-,1
310038,13-,1
303829,2-12-,1
301623,9-,1
366060,3-,1
286873,13-,1
211106,9-4-,1
338926,10-18-7-,1
368077,15-,1
339440,14-19-11-,1
280384,12-,1
288484,1-,1
51425,9-26-10-18-23-4-16-2-,1
394431,25-12-,1
387827,5-,1
309203,9-26-10-18-23-15-5-8-3-13-,1
311424,20-25-12-1-22-,1
356672,9-26-10-18-7-4-16-17-,1
136802,20-2-16-4-15-18-26-9-6-7-18-9-,1
320648,4-16-18-26-9-,1
325565,4-10-26-9-,1
345036,9-26-18-7-4-16-17-,1
63815,7-,1
47108,16-4-2-,1
397315,11-,1
384159,4-20-1-,1
292894,20-,1
347997,9-,1
283950,14-,1
358088,1-,1
268156,16-12-,1
83701,19-8-3-20-25-19-,1
358914,9-26-18-23-15-5-8-3-,1
326193,21-,1
34694,17-24-,1
363613,18-,1
219458,22-1-12-25-20-2-16-,1
369924,10-,1
396451,5-14-,1
299103,8-15-23-26-,1
364633,10-,1
19942,23-18-26-9-,1
317262,21-,1
133759,18-,1
295920,20-,1
36763,17-7-18-10-26-9-,1
353058,18-23-15-5-26-9-,1
336651,5-,1
200092,4-16-2-20-12-8-5-23-18-9-,1
383030,2-,1
224320,9-26-10-18-23-15-5-8-3-13-,1
340892,4-26-9-,1
393390,6-,1
212189,9-26-10-18-23-,1
324572,16-,1
371441,3-,1
284929,12-,1
348283,1-,1
7959,9-16-2-,1
365685,2-,1
96330,9-,1
323338,5-18-,1
342415,19-20-2-16-4-5-15-23-18-10-26-9-,1
378055,26-,1
306831,19-,1
297199,18-,1
384870,22-,1
211750,6-,1
307764,22-,1
395534,11-,1
356850,12-8-,1
212641,7-17-,1
40507,11-19-8-,1
301248,4-16-17-,1
276985,15-,1
360759,11-19-25-20-,1
290049,26-,1
282879,18-,1
345492,6-24-,1
396906,12-,1
301465,24-,1
381075,5-,1
299255,24-,1
62403,6-24-,1
369546,15-,1
351516,26-,1
389935,10-,1
296419,7-,1
276662,12-,1
316894,6-,1
352902,19-8-3-14-12-1-,1
310117,13-3-8-5-15-23-18-10-26-9-,1
284501,16-,1
326459,9-26-10-,1
94524,7-,1
344814,20-15-,1
282794,12-2-,1
375464,4-16-20-25-,1
358796,4-16-2-20-19-11-,1
287650,8-,1
393811,4-16-2-20-1-22-,1
278316,5-,1
290703,13-,1
308787,21-,1
330053,11-19-25-20-2-16-4-,1
311790,20-2-7-6-15-23-17-24-,1
305318,22-1-12-25-20-2-16-4-13-3-8-19-,1
360688,16-,1
294500,11-3-,1
113329,13-5-,1
305481,24-,1
326673,18-,1
353275,9-,1
323860,12-1-22-13-3-8-19-11-,1
344949,1-12-20-2-16-4-21-13-3-8-5-15-23-18-10-26-9-,1
296448,11-,1
322196,2-16-4-26-10-18-23-,1
335978,7-17-,1
229372,6-24-,1
392029,11-,1
362928,15-18-9-4-12-,1
289262,24-,1
385430,19-,1
128060,17-23-15-5-8-3-13-,1
326777,9-26-10-,1
259597,4-16-2-20-12-,1
393781,11-2-,1
391542,9-,1
276746,2-,1
50512,9-26-4-,1
347549,23-18-10-26-9-,1
353994,9-26-10-18-23-15-5-,1
388476,16-,1
326212,20-2-7-15-23-17-,1
377765,19-,1
337842,17-,1
166748,8-3-13-7-2-20-12-1-22-,1
334913,21-,1
275666,23-,1
326662,14-19-,1
55084,16-2-20-,1
440,8-,1
392412,4-16-2-20-25-12-,1
320374,19-,1
300211,20-,1
342286,19-8-3-1-12-14-,1
348400,20-25-12-1-22-,1
67144,16-4-,1
348154,5-15-18-9-,1
330200,22-1-12-25-20-2-16-4-13-3-8-5-15-23-18-10-26-,1
359416,9-26-10-18-7-,1
243293,22-,1
400723,15-,1
271631,13-,1
378419,9-10-18-5-3-13-,1
369438,18-,1
342252,12-25-20-2-16-4-1-22-13-3-8-15-23-18-10-26-9-,1
95332,24-4-16-17-,1
330498,2-,1
287765,24-,1
170032,4-12-,1
384962,13-3-8-19-11-,1
368729,11-,1
367750,4-,1
316115,26-,1
248745,8-19-11-14-12-,1
280706,2-,1
387460,11-,1
276196,15-5-,1
275623,22-,1
286575,13-22-,1
197939,22-1-12-,1
383297,4-,1
304768,1-12-20-16-4-,1
388496,15-,1
285445,23-,1
51393,11-19-8-12-14-,1
282603,7-,1
340326,13-,1
373972,9-,1
187116,20-2-4-5-15-26-9-,1
368318,18-,1
76002,24-6-,1
87025,14-,1
361593,14-,1
292107,23-,1
340484,17-23-15-5-7-2-20-25-19-,1
127296,13-3-8-19-11-7-2-20-12-,1
342039,13-3-8-5-15-23-18-10-26-9-,1
303327,13-3-8-19-11-,1
357254,6-7-2-20-5-15-,1
74073,12-20-2-16-4-,1
202562,9-26-10-7-6-,1
34070,6-24-,1
11270,16-,1
286601,20-,1
379390,25-19-,1
348447,24-17-,1
81665,26-,1
46350,5-4-2-,1
71180,19-8-3-1-12-14-,1
363221,5-19-,1
288913,18-,1
118059,11-19-25-20-,1
352572,3-8-5-15-23-17-,1
316374,22-,1
113740,19-8-3-,1
72632,6-,1
306359,23-,1
354168,17-,1
316179,26-,1
348874,8-19-,1
348248,9-26-10-18-23-15-5-8-3-,1
282775,7-,1
384471,26-,1
339604,24-,1
306691,20-,1
345885,14-15-23-18-26-9-,1
365225,16-,1
382017,2-7-17-19-,1
303063,12-,1
297597,4-,1
397357,26-,1
310399,9-26-18-23-5-8-,1
358135,14-,1
305633,13-3-8-5-15-23-18-10-26-9-,1
344912,19-25-20-2-16-4-26-18-23-15-5-14-,1
365654,4-,1
14250,22-1-12-20-2-16-4-,1
85318,5-14-19-,1
80141,24-,2
282458,11-,1
379210,11-,1
298643,9-18-23-15-5-8-3-13-,1
344819,9-,1
339582,18-26-9-,1
310503,20-12-22-,1
309307,9-,1
307756,4-16-25-11-,1
351929,1-1-,1
279758,26-,1
294668,2-,1
205823,7-17-,1
338686,22-1-12-25-20-2-16-4-,1
345720,2-,1
378314,14-12-,1
84752,9-,1
355920,6-24-,1
307029,1-3-3-1-,1
3395,15-5-,1
305383,8-,1
45958,6-,1
191521,4-,1
190519,24-6-,1
282171,19-,1
368569,26-,1
353077,20-2-16-4-15-23-18-10-26-9-,1
92190,1-,1
350933,4-16-2-20-25-19-,1
389257,12-25-20-2-16-4-26-10-18-23-15-5-8-3-13-22-,1
355400,14-5-15-23-18-10-26-9-,1
342120,26-9-,1
372977,1-12-13-8-19-11-,1
359622,26-10-18-23-15-5-14-19-20-2-16-4-,1
294231,13-3-8-5-15-23-18-26-9-,1
310232,22-,1
330673,17-7-,1
377143,8-,1
392476,18-26-9-,1
38064,24-,1
332410,22-1-12-25-20-15-5-8-3-13-,1
201238,24-,1
388226,20-,1
267480,6-,1
304894,18-,1
292096,11-19-25-20-,1
389402,9-,1
286634,8-,1
322789,9-26-18-23-15-5-14-,1
50660,9-26-,1
363520,5-,1
336776,9-,1
67598,9-26-10-18-23-15-5-8-,1
2482,8-12-,1
221737,3-8-,1
282153,4-2-20-12-,1
392145,7-,1
51346,14-,1
314940,3-8-19-11-14-12-1-22-,1
