targa,tratta,volte
5996528,15-,1
6606176,2-,1
805194,6-,1
25202,24-6-,1
998392,24-17-23-15-5-14-,1
353446,21-21-,1
759370,4-21-27-9-26-10-,1
6600934,15-,1
192659,7-,1
72856,27-9-26-7-,1
919616,24-,1
850564,7-,1
335773,8-3-13-,1
199483,17-26-10-23-7-,1
6611198,20-,1
6610254,4-,1
6011078,17-7-,1
679262,11-19-25-20-2-16-4-9-26-10-23-15-5-14-,1
421694,11-8-3-13-22-1-12-2-16-4-,1
96060,11-19-14-,1
223893,4-21-27-9-26-10-,1
3272351,24-,1
2282747,17-,1
5864548,21-,1
126326,1-12-20-2-16-4-,1
1193246,27-9-26-10-23-15-5-8-3-13-,1
4895346,21-,1
353511,24-17-23-2-7-6-24-,1
92514,25-20-2-16-4-21-27-9-26-10-15-5-12-11-19-,1
108379,2-16-,1
48331,9-26-10-15-5-8-3-13-,1
6581955,13-,1
6583301,15-,1
1285971,11-13-1-12-14-,1
378630,9-10-15-5-8-,1
6581975,6-,1
6607234,11-,1
758765,17-7-,1
198519,24-,1
240131,20-2-,1
474522,22-1-12-20-2-7-,1
6595570,22-1-12-25-2-16-4-,1
6592507,22-,1
95034,27-9-,1
5944865,9-26-10-23-15-5-8-3-13-22-1-12-20-2-16-4-,1
46103,27-17-16-21-,1
6611233,9-,1
64289,7-17-,1
937760,4-,1
662006,21-,1
538857,21-,1
8169,9-,1
5895212,4-,1
6045100,21-,1
270474,2-16-4-,1
6286042,11-20-16-4-,1
6605107,22-,1
1907036,1-,1
6593700,20-,1
700419,19-,1
842412,9-26-10-23-15-5-8-3-13-22-1-12-25-20-2-16-4-21-,1
176361,8-3-1-12-14-,1
626784,12-20-2-16-4-,2
5623068,4-,1
191031,9-21-,1
658390,12-20-2-16-4-,1
721963,16-,1
2695051,23-,1
335345,11-19-25-20-,1
1451825,22-1-12-8-3-13-,1
6202446,13-,1
6591543,16-,1
6593902,15-5-,1
66932,8-3-13-22-1-12-,1
840838,9-26-10-23-15-5-8-12-14-19-25-20-2-16-4-,1
6599472,22-1-12-20-16-4-,1
275383,9-8-,1
1070578,24-,1
41780,13-,1
6600217,24-,1
224632,22-1-12-14-19-,1
229975,9-26-10-23-,1
5638777,4-,1
6583769,10-,1
6465490,10-,1
6597019,23-,1
319694,21-,1
1192702,27-9-21-,1
6609076,5-,1
6591489,1-,1
728134,9-,1
6583112,15-,1
5612433,21-,1
6513069,22-,1
15616,10-15-,1
67491,8-3-1-12-,1
612081,24-6-,1
65534,9-,1
211244,6-,1
899935,8-3-13-,1
6600092,27-15-,1
332711,6-,1
836859,17-7-17-7-,1
253640,22-,1
614750,5-8-,1
82375,19-8-3-,1
206731,21-,1
2309371,22-1-12-20-2-16-4-,1
212392,9-17-23-15-,1
6600843,16-,1
6586016,1-2-,1
1832991,17-16-4-9-26-10-7-,1
1423370,27-,1
935720,24-6-,1
6604831,15-,1
6594173,9-26-10-23-15-5-8-,1
6609108,12-,1
6592828,21-,1
1745163,11-19-20-2-16-,1
6528840,24-,1
681756,19-25-20-2-16-4-21-9-26-10-,1
545178,9-3-13-,1
876856,9-26-10-23-5-14-,1
718324,23-3-,1
31316,21-,1
440937,7-17-,1
44180,27-,1
457863,17-23-15-5-8-,1
6582595,9-,1
854716,8-,1
96664,24-6-,1
6584978,19-,1
601772,1-20-2-,1
1551532,8-3-13-22-1-12-,1
6604067,16-,1
6581853,27-,1
6604044,26-,1
6607954,19-20-16-21-,1
6592765,9-14-,1
51390,9-26-18-23-15-5-8-3-,1
532294,6-24-,1
496520,19-,1
520129,9-,1
553850,11-19-25-20-2-16-4-,1
347675,24-,1
547305,26-10-18-23-15-5-8-,1
329208,22-1-13-,1
94014,19-8-3-13-22-1-12-14-,1
541900,11-,1
537108,26-18-23-15-5-8-3-13-,1
494065,9-,1
518296,22-13-,1
539560,4-,1
494324,19-,1
540492,1-20-7-23-15-5-3-,1
495324,12-,1
558051,9-,1
14697,15-,1
518877,9-26-10-18-23-15-5-14-,1
532263,22-1-,1
494975,26-,1
456798,9-26-10-18-23-15-5-14-,1
510155,1-12-20-2-7-,1
524842,7-17-23-,1
442208,6-,1
503495,26-18-23-15-14-,1
524431,19-20-2-16-4-21-,1
335390,9-26-10-18-23-15-5-8-3-13-,1
343470,17-7-,1
505856,22-1-12-20-2-7-,1
557054,9-26-18-23-15-5-8-3-13-,1
504456,5-14-,1
556127,9-,1
59026,17-,2
547248,1-,1
177634,1-12-14-19-8-3-,1
39225,19-20-2-16-4-,1
519071,24-6-,1
507733,9-26-4-21-,1
521987,22-1-12-14-,1
544183,8-13-,1
523273,26-18-23-15-5-14-,1
545206,11-,1
522797,24-6-,1
549127,9-26-18-23-15-5-14-,1
524560,9-26-18-23-15-5-8-,1
522215,9-26-18-23-2-16-4-,1
539736,24-6-,1
520688,6-24-,1
71825,7-,1
538876,6-24-,1
526496,9-,1
517414,19-8-3-13-22-1-12-14-,1
527088,7-,1
552144,9-26-18-23-15-5-8-3-13-,1
515061,2-16-4-,1
534340,7-6-24-17-,1
502469,11-19-20-2-16-4-,1
497676,9-18-23-,1
514691,12-20-2-7-6-,1
499481,19-8-,1
215790,9-9-9-9-,1
547238,9-26-18-23-15-5-8-,1
554933,1-12-14-,1
521581,12-20-2-16-4-,1
178586,9-26-15-5-8-,1
505019,17-23-15-5-8-12-20-2-7-,1
536641,22-1-12-25-20-2-16-4-,1
524476,22-1-12-14-19-8-3-13-,1
493794,10-23-,1
532826,3-13-12-20-2-16-4-,1
250500,22-1-12-20-2-16-4-,1
502370,10-,1
504867,22-,1
182695,12-20-2-16-4-,1
506651,12-25-20-2-16-4-9-26-18-23-15-5-8-,1
306398,1-12-14-,1
509568,17-7-,1
525923,17-23-15-,1
461861,9-,1
493837,1-,1
509028,9-26-10-18-23-15-5-8-,1
525270,2-23-,2
534942,9-26-18-23-,1
227906,4-,1
212979,17-,1
508524,19-20-2-16-4-,1
522838,9-26-10-18-23-15-5-8-3-13-,1
538962,9-,1
502002,3-,1
527643,22-1-,1
540208,20-2-16-4-,1
503870,10-18-,1
559543,22-1-12-25-20-2-16-4-,1
559442,18-,1
548453,18-,1
556230,18-23-14-,1
554022,22-,1
193063,21-,1
92925,11-19-20-2-16-4-18-23-15-5-14-,1
494608,19-,1
534900,22-1-12-8-3-13-,1
557951,19-,1
513809,24-19-25-,1
195458,11-19-8-,1
553709,14-,1
41902,19-,1
551692,15-,1
546084,15-5-14-,1
331537,9-26-18-23-15-5-8-3-13-,1
545766,9-26-18-23-15-5-8-3-,1
231517,1-12-25-20-2-16-4-21-9-26-10-18-23-15-5-8-3-1-12-14-,1
424511,12-2-16-4-,1
517784,17-23-15-5-8-,1
550961,26-18-5-,1
553379,13-,1
229911,24-,3
446343,21-,2
546730,11-19-20-2-16-4-,1
558780,9-18-8-3-13-,1
507630,7-17-,1
54830,9-26-4-,1
504348,9-,1
509836,11-19-25-20-2-16-4-21-9-26-18-23-15-5-14-,1
497043,4-,1
25788,24-,1
496579,7-17-,1
554919,9-,1
228584,22-,1
498177,4-,1
529243,17-16-4-,1
507847,9-26-18-7-17-16-4-,1
210483,4-,1
501314,11-19-20-2-7-6-,1
517615,22-1-12-14-,1
542923,25-,1
552136,12-,1
528190,6-24-,1
517599,19-20-2-16-4-21-,1
439000,22-1-12-20-2-16-4-,1
186264,7-17-,1
528188,24-,1
552872,2-,1
534215,9-26-18-23-15-5-8-3-13-,1
67072,12-20-2-16-4-21-,1
514368,22-1-,1
505979,20-2-16-4-26-18-23-,1
533079,12-20-2-16-4-,1
527729,11-19-25-20-2-16-4-9-26-10-18-23-15-5-8-3-13-,1
537041,9-26-10-18-23-15-5-8-,1
30664,6-24-,1
546119,11-19-20-2-4-,1
528199,11-19-,1
522350,8-13-,1
443004,24-6-,1
517528,22-1-12-14-3-13-,1
536131,19-2-23-15-,1
503697,21-,1
539688,25-20-2-16-4-,1
540736,9-26-18-23-15-5-14-,1
517063,9-26-,1
524286,15-5-14-,1
548897,9-26-18-23-15-5-8-3-13-,1
511998,11-19-8-,1
539373,21-,1
507297,9-26-18-23-15-5-14-,1
519440,19-8-3-13-22-1-12-14-,1
541568,3-,1
559094,11-,1
559069,6-24-,1
207650,9-26-18-23-15-5-8-3-13-,1
527281,26-18-23-15-5-8-3-13-,1
555327,19-,1
96012,9-21-,1
556761,19-,1
534155,24-6-,1
529324,16-4-,1
532295,9-,1
69635,9-,1
462479,19-20-2-16-,1
534777,26-18-23-15-5-8-3-13-22-1-12-20-2-16-4-,1
539922,21-,1
521947,6-,1
553179,15-,1
556972,10-15-5-8-3-13-,1
85205,7-17-,1
513518,4-,1
426593,24-17-7-,1
422668,1-12-20-2-16-4-,1
517056,21-,1
528942,17-7-,1
77568,24-6-,1
498310,9-,1
509863,12-14-,1
356789,19-14-,1
182672,7-17-,1
205947,17-23-15-5-8-3-13-,1
529592,9-26-18-,1
446724,13-22-,1
535049,24-,1
507826,16-4-,1
525673,7-,1
516661,1-,1
514434,9-26-10-18-23-15-5-8-3-13-,1
525399,26-18-23-15-5-12-20-2-16-4-,1
507186,9-26-4-21-,1
225220,1-,1
548275,9-26-18-23-15-5-8-3-13-,1
495953,9-10-18-15-5-8-,1
543495,20-2-16-4-,1
188406,24-,1
546847,12-,1
527380,6-24-,1
513188,24-17-7-6-,1
515577,9-26-10-18-16-4-,1
524612,24-17-7-,1
505502,15-,1
351606,2-7-6-,1
548834,9-26-18-23-15-5-8-,1
554259,14-,1
219825,19-20-2-16-4-9-26-18-23-15-5-14-,1
531041,11-19-,1
548559,12-20-2-16-4-,1
498926,9-26-10-18-23-15-5-8-3-13-,1
526769,7-,1
537076,1-12-20-2-16-4-,1
222257,9-26-18-23-15-5-8-,1
504656,26-18-16-4-,1
548323,15-5-8-,1
548107,9-26-18-23-15-5-8-,1
42044,21-,1
552805,9-26-18-23-15-5-8-3-13-,1
532383,19-25-20-12-20-,1
495172,3-,1
497891,22-1-12-25-20-2-16-4-21-,1
530314,20-2-16-,1
513480,19-20-2-16-4-,1
500861,17-7-,1
529926,6-,1
513498,17-,1
542038,4-,1
535276,9-26-18-7-4-,1
521247,9-26-18-23-15-5-8-3-13-,1
549141,19-,1
509541,14-,1
543516,20-,1
204771,19-8-,1
503708,8-,1
530608,22-1-12-25-20-2-7-,1
501463,17-,1
553937,11-,1
282827,11-,1
495767,19-,1
321789,19-8-12-14-,1
535876,17-7-,1
515930,11-19-25-20-2-16-4-21-,1
554194,17-23-15-5-8-12-25-20-2-16-4-,1
558595,11-19-20-2-16-4-,1
453889,9-26-18-7-,1
508541,1-,1
556099,24-,1
505712,7-6-,1
529115,19-25-20-2-16-4-26-18-23-15-5-14-,1
53978,17-,1
530632,22-1-12-25-20-2-16-4-,1
516245,7-,1
523100,19-25-20-2-16-4-,1
535254,22-1-12-25-20-2-16-4-,1
68653,22-13-,1
555989,26-18-23-15-5-14-,1
512752,21-,1
513477,22-1-12-25-20-2-7-17-23-15-5-8-3-13-,1
540185,9-,1
520511,21-,1
503930,9-26-18-23-15-5-8-,1
523736,9-26-18-23-2-16-4-,1
527435,9-26-18-23-15-5-8-3-13-,1
544572,2-16-4-,1
512628,22-1-12-8-3-13-,1
513713,24-6-,1
503188,13-,1
530091,9-,1
516425,9-,1
535648,19-8-,1
516589,17-,1
559574,22-1-12-25-20-2-16-4-,1
506551,11-19-8-3-13-22-1-12-14-,1
451307,17-7-,1
440194,17-7-,1
548260,26-10-18-23-15-5-8-3-13-,1
209883,22-1-12-14-,1
499757,16-4-,1
515323,11-19-8-3-13-,1
528156,22-1-,1
534821,24-,1
91654,9-26-10-18-23-15-,1
515992,17-7-,1
552249,22-1-12-14-,1
519245,19-8-3-13-22-1-12-14-,1
98255,26-10-18-,1
522704,6-,1
211888,22-1-12-,1
456569,19-8-3-13-22-1-12-14-,1
513072,17-7-,1
514378,7-,1
27132,13-22-13-22-13-22-13-13-22-13-22-13-22-13-,1
510547,18-23-15-5-8-,1
346704,9-26-18-23-2-16-4-,1
534013,25-20-2-16-4-,1
549346,12-20-16-4-,1
547842,9-18-23-15-,1
549461,20-,1
39251,3-,1
548046,26-15-5-13-,1
90361,7-,1
503678,12-20-2-16-4-,1
496642,9-,1
246421,1-12-25-20-2-16-4-9-26-10-18-23-15-5-8-13-,1
516074,11-19-20-2-16-4-,1
231338,3-13-,1
555373,11-,1
82013,3-13-22-1-3-13-,1
200824,17-7-,1
526568,6-24-,1
79311,22-1-3-,1
538019,9-,1
502014,22-1-14-,1
496347,22-,1
26409,20-2-16-4-,1
494309,17-,1
439717,8-3-1-12-,1
534710,11-19-8-3-13-22-1-12-14-,1
502405,13-,1
558523,9-26-18-23-15-5-8-3-,1
497295,12-20-16-9-26-10-15-8-3-,1
514422,17-16-4-,1
495906,11-,1
496392,26-,1
504564,1-12-25-20-2-7-6-,1
497692,18-23-15-,1
96987,11-19-14-,1
524741,9-,1
133257,12-,1
201756,17-7-,1
39102,17-7-,1
544509,14-,1
179500,19-8-3-1-12-14-,1
545891,9-26-10-15-5-8-,1
75919,11-19-8-3-13-,1
67994,17-7-,1
505996,12-14-19-8-,1
514098,21-,1
507831,11-19-8-3-,1
542229,9-23-15-5-8-12-14-,1
449438,4-,1
436011,14-11-19-,1
543325,20-,1
500136,1-12-8-3-13-,1
545044,22-1-12-25-20-2-16-4-9-26-18-23-15-5-8-3-13-,1
558956,12-,1
553129,11-,1
512477,12-25-20-2-16-4-21-,1
540461,9-,1
536752,2-16-4-,1
274484,17-7-,1
558931,9-3-,1
521012,2-7-17-,1
517462,15-5-8-3-13-,1
531650,20-2-16-4-9-26-18-23-15-5-,1
500614,22-1-12-20-2-16-4-26-10-18-23-15-5-8-3-13-,1
209442,21-,1
541546,3-1-,1
520180,20-,1
82924,7-,1
516497,9-,1
444767,18-,1
315626,9-,1
549209,26-18-,1
548901,26-18-23-15-5-8-3-13-,1
200628,4-,1
539424,19-20-2-16-4-,1
497856,26-18-15-5-8-3-,1
518097,1-12-25-20-2-16-4-,1
495615,5-,1
505858,22-1-12-25-20-2-16-4-,1
510600,16-,1
509795,24-17-7-6-,1
42728,22-1-,1
447679,9-21-,1
545823,26-23-,1
526719,22-1-12-14-19-8-3-13-,1
552583,9-26-18-15-5-8-3-13-,1
545689,9-26-18-23-15-5-8-,1
501183,19-20-2-16-4-21-9-26-18-23-15-5-14-,1
551153,19-,1
533608,9-,1
521337,26-10-18-23-15-5-25-20-2-16-4-,1
519213,15-5-8-3-13-,1
50158,7-,1
509816,15-5-14-,1
533359,24-6-,1
534160,9-,1
551198,9-26-18-23-15-5-,1
313087,5-14-19-,1
505059,9-26-10-18-23-15-5-8-3-13-,1
515976,24-,1
540041,10-18-23-15-14-,1
549403,9-26-18-15-3-13-,1
525046,21-21-,1
501175,1-12-14-11-19-8-3-,1
528785,11-,1
193264,7-,1
401017,15-,1
443754,7-,1
534678,9-26-18-23-15-5-14-,1
554996,20-,1
532246,17-,1
527105,22-,1
227735,12-25-20-2-16-4-,1
436746,15-5-14-,1
518865,24-,1
552571,9-26-18-23-15-8-,1
549354,15-8-,1
511839,7-,1
546888,9-26-10-18-23-15-5-8-3-13-,1
496336,18-,1
48496,6-6-,1
550433,11-,1
52218,7-,1
517656,15-5-8-3-1-12-20-,1
200118,22-1-12-20-2-16-,1
500649,9-18-23-5-8-13-,1
515649,20-2-16-4-9-26-10-18-23-15-5-,1
512294,19-25-20-2-16-4-21-9-26-18-23-15-,1
500720,12-8-3-,1
194137,24-17-,1
526996,9-26-10-18-23-15-5-8-3-13-,1
511038,1-12-25-20-16-4-,1
516246,9-,1
527894,22-1-12-25-20-2-16-4-,1
508852,9-,1
510546,2-7-,1
507368,8-12-,1
506339,9-26-18-23-15-8-,1
540776,2-,1
499055,9-26-18-23-15-5-,1
526911,19-,1
526486,2-16-4-,1
541746,5-,1
526752,6-24-6-,1
495798,10-14-,1
499784,12-,1
518856,22-1-12-20-2-16-4-,1
555864,2-16-,1
552453,3-,1
318746,7-,1
44744,6-,1
536451,24-,1
555916,3-13-,1
440095,9-18-7-,1
442423,6-24-,1
529913,24-17-23-15-5-8-12-25-20-2-7-6-,1
524208,24-17-23-15-5-8-12-25-20-2-7-,1
517035,12-20-2-16-4-,1
488603,1-12-25-2-21-,1
550423,11-20-,1
501821,7-17-,1
531535,11-19-8-,1
497631,9-,1
537254,22-1-14-19-5-3-,1
556158,8-,1
219132,9-26-18-,1
92595,9-26-18-23-15-5-8-3-13-22-13-,1
519375,22-1-12-11-19-8-3-13-,1
511532,22-1-12-20-2-16-4-9-26-10-18-23-15-5-8-3-13-,1
539646,9-,1
344758,13-,1
542699,11-,1
556910,24-,1
504756,19-20-2-16-4-,1
540076,12-,1
504839,22-1-12-25-20-2-7-,1
192970,17-,1
130909,15-5-,1
503234,8-3-22-1-12-,1
321792,24-6-,1
223136,17-23-15-5-8-,1
525198,22-1-12-8-3-13-,1
521460,24-6-,1
549826,1-12-8-13-,1
82734,7-17-,1
527587,22-1-12-20-2-16-4-,1
555348,22-1-12-25-20-16-4-,1
527459,1-12-8-3-,1
328529,13-22-,1
543505,21-,1
498086,13-,1
531685,18-23-15-5-8-3-13-,1
498132,15-5-14-,1
540585,15-5-14-,1
354212,9-26-10-18-7-,1
517726,18-16-,1
528410,22-1-12-20-2-16-4-,1
547166,9-26-18-23-15-5-,1
508867,22-1-12-25-20-2-16-4-,1
503877,9-26-18-23-15-5-14-,1
550842,11-,1
527238,8-,1
509372,22-1-12-20-2-7-,1
556472,2-16-4-,1
536563,8-12-25-20-2-7-,1
211788,19-8-3-13-,1
192681,19-8-3-13-,1
506145,18-23-15-5-,1
494027,23-,1
538426,9-26-18-23-15-5-14-,1
500523,9-26-10-18-23-15-5-8-,1
497097,2-,1
530159,23-15-5-14-,1
138495,1-14-,1
506265,17-23-15-5-14-,1
548754,15-5-14-,1
312101,2-7-,1
523604,2-16-4-,1
542490,20-,1
221598,9-26-10-18-7-17-16-4-,1
553543,2-,1
503475,23-,1
493865,16-,1
514242,9-,1
534393,11-19-20-2-16-4-,1
510580,9-,1
497892,24-17-23-2-7-,1
57536,14-,1
536429,11-19-20-,1
529785,2-16-4-,1
497060,23-,1
545726,15-,1
92457,21-,1
499413,24-17-23-15-5-8-3-13-,1
555572,9-18-23-5-8-13-,1
494689,15-,1
500826,7-,1
509903,22-1-12-8-3-13-,1
521613,22-1-12-20-2-16-4-,1
511457,6-,1
508113,20-2-16-4-9-26-18-23-15-5-,1
94435,22-1-12-8-3-13-,1
502577,24-,1
544170,14-,1
508204,24-17-15-20-2-7-6-,1
519659,9-26-18-23-15-5-8-3-13-22-1-12-20-2-16-4-,1
534595,6-24-,1
441547,24-,1
75242,9-26-18-23-15-5-8-3-13-,1
503491,18-,1
517092,22-1-12-20-2-7-6-24-17-23-15-5-8-3-13-,1
524838,4-,1
535873,14-,1
554618,14-,1
462604,21-,1
27539,9-26-18-23-15-5-8-3-13-,1
551139,11-19-25-20-2-16-4-,1
551665,23-15-,1
329961,22-1-12-8-3-13-,1
551978,11-19-2-16-4-,1
555556,11-,1
554364,9-26-18-23-15-5-8-,1
493907,11-19-,1
328602,19-14-,1
217489,7-,1
535008,22-1-12-20-2-16-4-,1
552781,22-1-12-3-13-,1
199809,22-1-,1
547028,10-15-5-,1
525885,1-12-20-2-16-4-9-26-18-23-15-5-8-3-,1
505314,9-26-23-15-5-,1
524205,17-16-4-,1
493333,16-,1
442945,19-,1
520415,8-,1
493501,23-,1
554834,14-,1
516061,2-,1
505509,9-8-,1
212773,9-,1
531741,22-1-12-8-3-13-,1
67412,17-23-15-5-20-2-7-,1
531614,9-26-10-18-23-15-5-8-3-13-,1
521680,12-20-2-16-4-21-,1
537905,9-,1
542503,26-,1
559280,23-8-3-,1
557780,9-26-18-23-15-5-14-,1
547355,9-26-18-23-15-5-,1
542431,15-5-,1
528324,7-,2
536742,20-2-16-4-,1
521857,6-,1
499463,15-2-6-,1
506939,17-7-,1
550904,9-26-10-18-23-15-5-8-,1
542065,12-,1
541588,10-23-5-8-13-,1
513774,17-16-4-,1
472673,22-1-12-20-2-7-,1
495986,16-,1
552256,11-,1
493642,13-,1
493310,26-,1
498921,17-,1
201200,17-16-4-,1
549977,11-19-25-20-,1
39483,9-26-10-18-,1
552799,20-,1
498332,9-26-18-23-15-5-8-3-13-,1
518839,22-1-12-14-,1
496963,23-,1
527247,12-20-2-7-17-23-15-5-8-,1
544939,9-26-10-18-23-15-5-8-3-13-,1
439151,3-13-22-1-,1
541886,8-,1
73926,14-19-,1
533546,9-26-18-23-2-16-4-,1
538830,22-1-12-25-20-2-16-4-,1
501431,19-20-2-16-4-24-,1
527339,26-18-23-15-5-8-3-13-,1
551223,13-,1
507110,2-16-4-,1
90311,24-,1
212796,19-8-3-13-22-1-12-14-,1
62574,17-,1
188869,9-26-18-23-15-5-8-3-13-,1
500054,22-1-12-25-20-2-16-4-,1
498934,7-,1
547862,9-26-10-18-23-15-5-8-,1
531776,9-,1
78281,12-,1
196276,9-26-18-,1
527248,9-,1
539516,16-4-,1
499972,6-24-6-,1
546482,23-,1
84448,9-26-10-18-7-17-16-4-,1
513921,9-26-18-23-15-5-14-,1
544403,26-,1
450214,19-25-20-2-7-,1
508633,9-26-18-23-15-5-8-3-13-,1
86504,24-17-,1
513808,15-5-14-,1
532024,9-26-10-18-23-15-5-8-3-,1
531659,12-20-2-7-,1
497049,9-18-15-5-8-3-,1
550600,8-3-13-,1
526844,19-8-,1
508798,11-19-25-20-2-16-4-9-26-18-23-15-5-14-,1
76245,1-,1
540376,15-,1
549252,18-,1
183231,9-26-10-18-23-,1
33841,22-1-,1
557414,9-26-18-23-15-5-14-,1
510699,17-7-,1
537280,9-26-10-18-23-15-5-8-3-,1
508287,9-21-,1
75195,9-26-10-18-23-15-5-8-3-,1
540569,20-,1
501838,20-,1
532845,1-3-,1
530831,8-3-13-22-,1
496878,5-14-,1
547768,9-18-23-15-5-8-3-13-,1
504527,17-,1
529788,13-,1
526828,24-,1
510749,9-26-18-23-15-5-8-3-13-,1
510198,17-7-,1
509367,6-,1
221988,18-23-15-5-14-,1
495483,26-,1
502656,11-19-5-14-,1
524375,22-1-12-25-20-2-23-15-5-8-3-13-,1
526337,23-,1
215831,6-24-,1
547297,9-26-10-18-23-15-5-8-,1
347399,11-19-8-3-13-22-1-12-25-20-2-16-4-,1
535993,9-26-18-23-15-5-14-25-20-2-16-4-,1
41247,12-,1
495430,18-23-15-5-8-3-13-,1
508149,17-7-,1
516568,12-25-20-2-16-4-,1
517358,9-26-,1
516868,9-,1
14743,9-26-10-18-23-15-5-14-,1
542008,11-20-2-,1
534479,9-,1
535543,22-1-12-14-19-8-3-13-,1
533267,14-19-,1
553210,26-,1
535704,24-,1
212622,21-,1
544396,15-5-14-,1
538001,7-,1
502463,16-4-,1
187963,24-,1
521950,22-1-12-8-3-13-,1
546720,14-,1
554867,9-26-10-18-23-15-5-14-,1
322496,17-16-4-26-18-7-,1
522948,19-20-2-16-4-,1
522028,24-17-23-15-5-8-3-13-,1
552651,2-,1
555870,18-23-5-8-3-13-,1
184362,23-15-5-8-,1
501428,6-24-,1
553284,22-1-12-14-,1
498948,8-3-13-,1
517413,19-25-20-2-,1
328662,7-17-,1
539622,9-26-,1
525254,14-,1
448274,15-5-14-19-20-,1
494833,11-20-16-4-,1
79739,11-19-8-3-13-,1
496726,15-,1
554686,2-,1
518817,17-23-2-7-,1
322521,9-26-18-7-17-7-,1
523108,1-12-20-2-16-4-,1
534233,9-26-18-23-15-5-8-12-25-20-,1
47661,8-,1
525554,24-17-23-15-5-8-3-13-22-1-12-25-20-2-7-6-,1
511901,18-,1
531604,21-,1
522988,21-,1
13119,7-17-,1
525040,2-16-4-,1
509136,24-,1
543066,20-,1
517924,9-26-,1
517963,9-26-18-23-15-5-14-,1
524919,1-14-,1
547278,9-26-18-23-15-5-8-3-13-,1
221115,19-25-20-2-16-4-21-,1
519747,24-,1
187295,18-7-17-16-,1
508863,24-17-23-15-5-20-2-7-6-,1
331140,22-1-12-25-20-2-7-17-23-15-5-8-3-13-,1
555275,23-,1
514478,12-,1
529238,9-26-10-18-23-2-16-4-21-,1
532751,9-26-10-18-7-,1
503217,9-26-18-23-15-5-8-,1
534062,22-1-12-14-19-8-3-13-,1
544750,13-,1
552718,22-13-,1
524619,9-26-4-,1
16267,11-20-2-16-4-,1
527765,9-26-10-18-7-17-16-4-21-,1
547117,9-26-18-23-15-5-8-,1
504119,9-26-18-7-17-16-4-,1
524498,22-1-3-13-,1
511873,7-17-,1
540681,2-7-,1
73830,24-,1
511892,2-7-6-,1
39571,22-1-12-14-3-13-,1
512596,16-4-,1
501873,2-16-,1
536037,20-2-16-4-,1
516631,2-7-,1
456681,9-26-10-18-,1
486145,22-1-,1
494301,20-4-,1
432699,22-1-12-20-2-16-4-9-26-10-18-23-15-5-8-3-13-,1
531426,22-1-3-13-,1
24304,23-15-5-14-,1
336479,22-1-12-25-20-2-7-,1
511441,9-26-18-23-15-5-8-3-13-,1
542313,19-,1
494224,20-,1
529255,9-,1
528823,12-14-19-8-,1
545132,12-,1
556894,9-26-18-23-15-5-8-,1
222563,12-14-,1
529410,13-,1
53648,15-5-8-,3
539324,11-19-8-3-,1
530803,24-,1
433937,16-23-,1
410837,2-16-4-26-18-23-,1
557484,9-26-10-23-15-5-14-,1
497795,22-1-12-20-2-16-4-,1
493966,15-5-,1
556995,9-26-18-23-15-5-8-3-13-,1
493358,23-,1
544118,14-,1
521402,19-14-,1
202436,19-20-15-5-14-,1
520357,19-8-3-13-22-1-12-14-,1
65284,17-23-2-7-,4
37273,24-,1
541041,17-,1
509871,16-4-9-26-18-,1
361555,12-,1
525869,22-13-,1
494396,22-1-12-25-20-2-16-4-,1
515481,22-1-12-20-2-16-4-,1
532785,12-20-2-16-4-,1
522685,22-1-12-25-20-2-16-4-,1
494066,13-,1
116383,22-1-12-20-2-16-4-26-18-23-15-5-8-3-13-,1
204597,12-,1
555033,19-20-2-16-4-,1
555531,9-15-,1
498439,6-,1
527750,22-1-12-8-3-13-,1
229979,9-26-18-23-15-5-14-,1
509118,9-26-18-23-15-5-14-,1
504396,22-1-12-8-3-13-,1
527438,11-19-14-,1
543187,12-,1
475399,11-,1
501792,17-,1
494375,10-,1
195196,7-,1
495331,26-,1
544005,11-19-15-5-14-,1
144084,2-7-6-24-17-23-,1
116382,12-20-2-16-4-21-9-26-18-23-15-5-8-,1
352363,17-7-,1
537732,19-8-12-14-,1
57831,13-,1
507003,17-7-,1
316263,9-26-18-23-15-5-8-,1
528366,6-,1
549037,9-26-,1
554662,11-,1
510398,9-26-18-7-17-16-4-,1
526624,12-14-19-,1
444762,22-1-12-19-8-3-13-,1
500582,22-1-12-25-20-2-16-4-26-18-23-15-5-8-3-13-,1
544139,11-19-20-2-16-4-,1
545806,9-26-10-18-23-15-5-8-,1
536082,4-,1
527200,12-20-2-7-6-,1
528566,7-,1
515035,9-26-18-21-,1
547180,9-26-10-18-23-15-5-8-,1
508049,15-5-,1
513258,26-10-18-15-5-8-,1
44915,26-10-18-23-15-5-8-3-13-,1
219036,9-,1
6822710,16-,1
1999821,12-7-,1
11741435,9-26-10-18-23-15-5-8-,1
81182,8-3-13-22-1-12-,1
114966,18-23-15-8-3-,1
51803,24-6-,2
355983,22-1-12-19-8-3-13-,1
11559678,13-,1
757918,10-18-23-6-,1
11921599,9-,1
193630,21-,1
1025029,9-10-18-23-5-17-16-4-,1
11921855,5-,1
98170,9-26-10-18-23-15-5-8-3-13-,1
1704066,18-13-,1
11950985,7-,1
11924233,4-,1
439572,20-2-16-4-26-18-23-15-,1
218986,24-17-,1
11922549,4-,1
8298523,10-18-23-5-8-3-13-22-1-12-25-20-2-16-,1
